locus	sex	_sex	log2fluor	Foldx	scaffold	start location
FBtr0174995	male	female	-1.3591	0.3898254	6540	9140605
FBtr0174997	male	female	-1.3514	0.391911551	6540	9143318
FBtr0174998	male	female	-0.9076	0.533071146	6540	9147465
FBtr0174999	male	female	1.0818	2.116675336	6540	9151223
FBtr0175000	male	female	4.1597	17.87287726	6540	9157248
FBtr0175001	male	female	-1.6035	0.329077661	6540	9166453
FBtr0175005	male	female	-0.8025	0.573354768	6540	9254432
FBtr0175006	male	female	-1.8421	0.278915497	6540	9257682
FBtr0175008	male	female	-1.6547	0.317603783	6540	9259801
FBtr0175013	male	female	0.6165	1.533151218	6540	9497229
FBtr0175015	male	female	1.157	2.229932437	6540	9507235
FBtr0175021	male	female	2.6411	6.238071116	6540	9549876
FBtr0175022	male	female	-1.5442	0.342885785	6540	9562910
FBtr0175028	male	female	3.1546	8.90490364	6540	9699890
FBtr0175031	male	female	0.984	1.977941833	6540	9746686
FBtr0175032	male	female	0.712	1.638073396	6540	9756160
FBtr0175033	male	female	1.0304	2.042590499	6540	9770346
FBtr0175034	male	female	-0.6318	0.645370706	6540	9773137
FBtr0175042	male	female	-0.6392	0.642068889	6540	9815917
FBtr0175048	male	female	1.1891	2.280104585	6540	10097851
FBtr0175049	male	female	0.8819	1.842800635	6540	10102110
FBtr0175050	male	female	0.7225	1.650038858	6540	10111520
FBtr0175051	male	female	-2.3307	0.198787645	6540	10126928
FBtr0175052	male	female	0.7558	1.688567673	6540	10145793
FBtr0175056	male	female	-0.61	0.655196702	6540	10170345
FBtr0175060	male	female	1.4327	2.699514564	6540	10250888
FBtr0175063	male	female	-0.6504	0.637103647	6540	10301552
FBtr0175065	male	female	0.6861	1.60892826	6540	10340122
FBtr0175067	male	female	0.7719	1.707517069	6540	10368780
FBtr0175070	male	female	4.2923	19.5934562	6540	10389843
FBtr0175071	male	female	-1.3672	0.387642861	6540	10432470
FBtr0175072	male	female	-1.8929	0.269265257	6540	10434546
FBtr0175073	male	female	-1.0454	0.484510555	6540	10438879
FBtr0175074	male	female	-1.8668	0.274180904	6540	10455745
FBtr0175075	male	female	-1.0118	0.495927111	6540	10458130
FBtr0175084	male	female	0.7893	1.728235714	6540	10582012
FBtr0175085	male	female	1.5081	2.84435197	6540	10606193
FBtr0175086	male	female	-1.1514	0.450188154	6540	10616391
FBtr0175087	male	female	-1.5587	0.339456826	6540	10623681
FBtr0175089	male	female	-0.8446	0.556865184	6540	10648477
FBtr0175090	male	female	-0.6484	0.637987472	6540	10651971
FBtr0175092	male	female	3.0366	8.205549786	6540	10654024
FBtr0175093	male	female	-0.6625	0.631782552	6540	10656463
FBtr0175094	male	female	-2.1662	0.222796736	6540	10725089
FBtr0175095	male	female	0.6499	1.569059433	6540	10744888
FBtr0175098	male	female	0.7635	1.697604046	6540	10859822
FBtr0175099	male	female	2.8606	7.263173283	6540	10891138
FBtr0175100	male	female	-1.1822	0.440678984	6540	10927931
FBtr0175105	male	female	-1.1664	0.445531703	6540	10952291
FBtr0175106	male	female	-0.7908	0.578023479	6540	10955547
FBtr0175109	male	female	1.4931	2.81493186	6540	11223991
FBtr0175110	male	female	-3.5657	0.08445344	6540	11262510
FBtr0175111	male	female	0.7092	1.634897286	6540	11268517
FBtr0175112	male	female	1.1755	2.258711484	6540	11272183
FBtr0175115	male	female	1.9859	3.961096916	6540	11293564
FBtr0175137	male	female	3.5709	11.88359963	6540	11452405
FBtr0175138	male	female	3.7829	13.76468796	6540	11453377
FBtr0175139	male	female	4.2255	18.70691818	6540	11454321
FBtr0175140	male	female	-1.4699	0.361007321	6540	11456068
FBtr0175141	male	female	-0.8154	0.568250912	6540	11457728
FBtr0175143	male	female	4.7456	26.82674292	6540	11598877
FBtr0175144	male	female	3.4642	11.03641724	6540	11605572
FBtr0175145	male	female	0.6097	1.525941865	6540	11606338
FBtr0175149	male	female	0.9717	1.961150156	6540	11618706
FBtr0175150	male	female	-0.6447	0.639625783	6540	11635368
FBtr0175152	male	female	-1.0653	0.477873278	6540	11644343
FBtr0175155	male	female	2.9181	7.558500225	6540	11674242
FBtr0175159	male	female	-0.8974	0.536853368	6540	11699307
FBtr0175160	male	female	-1.4459	0.367063101	6540	11703889
FBtr0175162	male	female	-0.6653	0.63055757	6540	11789417
FBtr0175169	male	female	-1.1314	0.456472546	6540	11874134
FBtr0175174	male	female	-1.476	0.359484133	6540	11954001
FBtr0175175	male	female	-0.7557	0.59225895	6540	11956460
FBtr0175186	male	female	-0.6027	0.658520382	6540	12215121
FBtr0175187	male	female	-0.6684	0.62920411	6540	12216755
FBtr0175189	male	female	-1.321	0.400257405	6540	12329264
FBtr0175195	male	female	3.012	8.066819639	6540	12614531
FBtr0175196	male	female	5.77	54.56863307	6540	12682966
FBtr0175198	male	female	-3.419	0.09349286	6540	12706103
FBtr0175199	male	female	-1.0172	0.494074328	6540	12714940
FBtr0175202	male	female	-2.4441	0.183760679	6540	12804231
FBtr0175203	male	female	-0.7087	0.611871242	6540	12838612
FBtr0175205	male	female	4.1518	17.77527531	6540	12890973
FBtr0175206	male	female	0.8921	1.855875588	6540	12893279
FBtr0175208	male	female	-0.9925	0.50260607	6540	12914396
FBtr0175210	male	female	-1.9284	0.262720376	6540	12925718
FBtr0175211	male	female	0.9029	1.869820785	6540	12944216
FBtr0175213	male	female	1.6543	3.14770426	6540	12945533
FBtr0175214	male	female	-2.5104	0.175506942	6540	12947250
FBtr0175216	male	female	-0.748	0.595428425	6540	12961245
FBtr0175218	male	female	-0.8762	0.544800525	6540	12968343
FBtr0175221	male	female	-1.1731	0.443467413	6540	13032665
FBtr0175222	male	female	-1.0089	0.49692499	6540	13042927
FBtr0175224	male	female	-1.0651	0.477939529	6540	13046143
FBtr0175226	male	female	-1.7755	0.292093063	6540	13053042
FBtr0175228	male	female	0.6265	1.543815128	6540	13096624
FBtr0175230	male	female	-1.5494	0.341652124	6540	13135489
FBtr0175233	male	female	-2.5603	0.169540282	6540	13153771
FBtr0175236	male	female	-0.9194	0.528728867	6540	13222150
FBtr0175237	male	female	-0.8504	0.554630938	6540	13231154
FBtr0175240	male	female	-2.1794	0.220767545	6540	13312063
FBtr0175241	male	female	-0.9632	0.512917962	6540	13316757
FBtr0175243	male	female	-1.1228	0.459201736	6540	13340260
FBtr0175244	male	female	0.8678	1.824877978	6540	13347268
FBtr0175246	male	female	0.9021	1.868784224	6540	13356975
FBtr0175250	male	female	0.6293	1.546814292	6540	13425829
FBtr0175252	male	female	0.8161	1.760640061	6540	13475733
FBtr0175256	male	female	2.0152	4.042366138	6540	13558819
FBtr0175257	male	female	-1.0279	0.490423494	6540	13568395
FBtr0175258	male	female	1.1235	2.178748997	6540	13583794
FBtr0175259	male	female	1.5201	2.868109291	6540	13585167
FBtr0175260	male	female	1.2838	2.43479448	6540	13586392
FBtr0175261	male	female	-1.435	0.369846877	6540	13587604
FBtr0175262	male	female	3.7735	13.67529453	6540	13611996
FBtr0175269	male	female	4.1333	17.54879421	6540	13668720
FBtr0175270	male	female	3.8761	14.68325585	6540	13671173
FBtr0175271	male	female	3.2449	9.480085035	6540	13674697
FBtr0175272	male	female	3.7024	13.01767594	6540	13677218
FBtr0175273	male	female	4.8205	28.25628707	6540	13681245
FBtr0175274	male	female	3.5222	11.48914871	6540	13686922
FBtr0175275	male	female	2.8904	7.414760018	6540	13704790
FBtr0175279	male	female	-1.0061	0.497890364	6540	13724682
FBtr0175281	male	female	1.4081	2.653874227	6540	13737151
FBtr0175283	male	female	5.0005	32.01109228	6540	13749042
FBtr0175286	male	female	-0.6692	0.628855302	6540	13792830
FBtr0175291	male	female	-0.7584	0.591151575	6540	13875802
FBtr0175293	male	female	5.0471	33.06195201	6540	14016729
FBtr0175297	male	female	-1.8777	0.27211719	6540	14072432
FBtr0175300	male	female	-2.0664	0.238754528	6540	14107117
FBtr0175301	male	female	-1.4528	0.365311734	6540	14108721
FBtr0175302	male	female	-1.5273	0.346926031	6540	14117252
FBtr0175303	male	female	0.6303	1.547886834	6540	14123013
FBtr0175304	male	female	0.9094	1.878264188	6540	14156697
FBtr0175305	male	female	0.7355	1.664974406	6540	14175916
FBtr0175308	male	female	-1.4055	0.377487297	6540	14223712
FBtr0175311	male	female	-1.6867	0.310636659	6540	14304053
FBtr0175312	male	female	-0.6067	0.656697105	6540	14308352
FBtr0175315	male	female	-1.5629	0.33847003	6540	14327010
FBtr0175316	male	female	0.5944	1.509844528	6540	14438094
FBtr0175324	male	female	2.8467	7.193530489	6540	14488668
FBtr0175325	male	female	-0.6537	0.63564801	6540	14489574
FBtr0175326	male	female	-1.695	0.308854659	6540	14529184
FBtr0175328	male	female	1.0452	2.063652422	6540	14552226
FBtr0175330	male	female	-1.1835	0.44028207	6540	14555645
FBtr0175331	male	female	-1.7707	0.293066506	6540	14584785
FBtr0175334	male	female	4.2511	19.04182697	6540	14715400
FBtr0175336	male	female	-0.8833	0.542125961	6540	14824642
FBtr0175338	male	female	-1.1932	0.437331751	6540	14831651
FBtr0175340	male	female	-1.8854	0.270668706	6540	14844791
FBtr0175341	male	female	-1.6224	0.324794701	6540	14846868
FBtr0175343	male	female	-1.0505	0.482800809	6540	14871884
FBtr0175349	male	female	0.7534	1.685760986	6540	14964794
FBtr0175350	male	female	0.6679	1.588758672	6540	14967371
FBtr0175354	male	female	2.0509	4.143643829	6540	15117609
FBtr0175357	male	female	-0.7862	0.579869435	6540	15156912
FBtr0175358	male	female	-0.664	0.631126016	6540	15159583
FBtr0175359	male	female	-1.2279	0.426938449	6540	15176369
FBtr0175360	male	female	-0.9877	0.504281079	6540	15184684
FBtr0175368	male	female	1.04	2.056227653	6540	15312392
FBtr0175369	male	female	-0.6778	0.625117805	6540	15330207
FBtr0175370	male	female	0.6063	1.522349912	6540	15333664
FBtr0175371	male	female	-1.1018	0.465934802	6540	15349082
FBtr0175373	male	female	0.8154	1.759786	6540	15362706
FBtr0175376	male	female	-1.1163	0.461275317	6540	15375648
FBtr0175378	male	female	-1.1675	0.445192132	6540	15472645
FBtr0175384	male	female	-1.0221	0.49239909	6540	15527662
FBtr0175385	male	female	-1.3529	0.391504284	6540	15535360
FBtr0175388	male	female	-0.8406	0.558411284	6540	15582725
FBtr0175389	male	female	-1.4533	0.365185149	6540	15586573
FBtr0175390	male	female	2.2387	4.719715834	6540	15594060
FBtr0175391	male	female	3.2393	9.443358234	6540	15595091
FBtr0175392	male	female	-0.9789	0.50736644	6540	15599557
FBtr0175394	male	female	-2.1648	0.223013044	6540	15626029
FBtr0175395	male	female	-1.3473	0.39302691	6540	15630364
FBtr0175396	male	female	-1.3623	0.388961698	6540	15635907
FBtr0175398	male	female	2.8757	7.339592674	6540	15640481
FBtr0175401	male	female	0.6019	1.517714049	6540	15656391
FBtr0175403	male	female	0.8626	1.81831229	6540	15661453
FBtr0175404	male	female	4.5313	23.1236943	6540	15720629
FBtr0175405	male	female	0.7549	1.687514619	6540	15727141
FBtr0175410	male	female	-0.6596	0.633053792	6540	15770214
FBtr0175413	male	female	-0.7855	0.580150857	6540	15789062
FBtr0175414	male	female	0.6617	1.581945612	6540	15791778
FBtr0175415	male	female	0.6321	1.549819283	6540	15800346
FBtr0175416	male	female	-0.6377	0.642736808	6540	15816826
FBtr0175418	male	female	-0.6151	0.652884637	6540	15823713
FBtr0175420	male	female	-1.3885	0.381961729	6540	15826577
FBtr0175422	male	female	-0.8865	0.54092482	6540	15838734
FBtr0175423	male	female	-1.8315	0.280972336	6540	15841816
FBtr0175426	male	female	0.6932	1.616865867	6540	15935395
FBtr0175427	male	female	0.715	1.641483218	6540	16006705
FBtr0175428	male	female	0.7183	1.64524222	6540	16009201
FBtr0175429	male	female	2.6246	6.167133172	6540	16026361
FBtr0175432	male	female	5.1734	36.08681719	6540	16068175
FBtr0175433	male	female	0.9583	1.943018989	6540	16091974
FBtr0175435	male	female	1.6493	3.136814031	6540	16203098
FBtr0175437	male	female	-0.9269	0.525987347	6540	16288307
FBtr0175443	male	female	-3.9221	0.065967535	6540	16565113
FBtr0175446	male	female	0.6174	1.534107946	6540	16587653
FBtr0175447	male	female	0.8351	1.783980691	6540	16632737
FBtr0175449	male	female	-1.4327	0.370436972	6540	16645150
FBtr0175450	male	female	0.8454	1.796762845	6540	16657982
FBtr0175451	male	female	1.1267	2.18358698	6540	16671268
FBtr0175453	male	female	0.6603	1.580411227	6540	16679856
FBtr0175454	male	female	-2.5461	0.171217254	6540	16682004
FBtr0175455	male	female	0.8539	1.807380171	6540	16685297
FBtr0175456	male	female	0.6642	1.584689291	6540	16711218
FBtr0175459	male	female	1.1486	2.216986523	6540	16791134
FBtr0175460	male	female	-0.7028	0.614378655	6540	16792278
FBtr0175461	male	female	-0.6835	0.622652875	6540	16795127
FBtr0175465	male	female	0.9236	1.896842641	6540	16962140
FBtr0175466	male	female	0.7422	1.672724673	6540	17037091
FBtr0175467	male	female	1.9647	3.903315287	6540	17065665
FBtr0175470	male	female	-1.3597	0.38966331	6540	17280396
FBtr0175472	male	female	1.8613	3.633349126	6540	17295423
FBtr0175475	male	female	0.7627	1.696662956	6540	17303752
FBtr0175478	male	female	-3.642	0.080102995	6540	17350990
FBtr0175479	male	female	-2.0369	0.243686798	6540	17353161
FBtr0175480	male	female	-1.9956	0.250763626	6540	17356759
FBtr0175481	male	female	-1.979	0.253665637	6540	17359039
FBtr0175486	male	female	-0.6872	0.621058038	6540	17385993
FBtr0175487	male	female	-2.403	0.189071	6540	17391024
FBtr0175488	male	female	-2.4599	0.181759163	6540	17391662
FBtr0175490	male	female	-1.4377	0.369155357	6540	17415110
FBtr0175491	male	female	1.7489	3.361022033	6540	17422455
FBtr0175492	male	female	-1.3837	0.383234673	6540	17439565
FBtr0175494	male	female	-0.8183	0.567109803	6540	17482576
FBtr0175497	male	female	-0.9212	0.528069602	6540	17486368
FBtr0175498	male	female	-0.9028	0.534847684	6540	17488231
FBtr0175501	male	female	3.82	14.12324794	6540	17631185
FBtr0175505	male	female	0.9328	1.908977369	6540	17760998
FBtr0175506	male	female	2.179	4.528395608	6540	17761757
FBtr0175508	male	female	0.9648	1.951792927	6540	17763835
FBtr0175510	male	female	-0.6284	0.646893445	6540	17766813
FBtr0175516	male	female	-0.7973	0.575425077	6540	17878745
FBtr0175517	male	female	0.8024	1.743999952	6540	17891884
FBtr0175522	male	female	-0.608	0.656105627	6540	17948121
FBtr0175524	male	female	3.6673	12.70478451	6540	17950918
FBtr0175527	male	female	1.445	2.722628233	6540	18020906
FBtr0175533	male	female	3.7678	13.62137087	6540	18172564
FBtr0175534	male	female	0.7823	1.719870572	6540	18194318
FBtr0175535	male	female	1.4227	2.680867654	6540	18211341
FBtr0175536	male	female	-0.812	0.569591689	6540	18234692
FBtr0175537	male	female	-2.9112	0.132935654	6540	18245064
FBtr0175540	male	female	3.4432	10.87693369	6540	18257882
FBtr0175547	male	female	-1.2717	0.414171446	6540	18599622
FBtr0175549	male	female	-0.7387	0.599279114	6540	18630189
FBtr0175551	male	female	-0.973	0.509445598	6540	18637117
FBtr0175552	male	female	-1.9515	0.258547274	6540	18646209
FBtr0175557	male	female	5.7411	53.48639264	6540	18688130
FBtr0175558	male	female	5.6443	50.01538366	6540	18689944
FBtr0175562	male	female	0.6493	1.568407015	6540	18705368
FBtr0175563	male	female	-1.0284	0.490253556	6540	18707984
FBtr0175564	male	female	-0.9194	0.528728867	6540	18717997
FBtr0175566	male	female	0.696	1.620006947	6540	18772796
FBtr0175567	male	female	-1.3381	0.395541233	6540	18785299
FBtr0175569	male	female	0.8178	1.762715935	6540	18798664
FBtr0175571	male	female	-1.4773	0.359160351	6540	18873446
FBtr0175577	male	female	0.6396	1.557897159	6540	19277794
FBtr0175578	male	female	-1.1037	0.46532158	6540	19311865
FBtr0175581	male	female	1.0564	2.079735416	6540	19356176
FBtr0175592	male	female	0.821	1.766630103	6540	19483081
FBtr0175593	male	female	-0.9819	0.506312497	6540	19484162
FBtr0175597	male	female	3.6763	12.7842888	6540	19516978
FBtr0175598	male	female	3.7546	13.49730997	6540	19520331
FBtr0175599	male	female	-0.9573	0.51501987	6540	19521810
FBtr0175600	male	female	-1.5669	0.337532891	6540	19528940
FBtr0175601	male	female	-0.6154	0.652748888	6540	19530845
FBtr0175602	male	female	-2.3415	0.197305079	6540	19534525
FBtr0175604	male	female	-1.8232	0.282593463	6540	19538101
FBtr0175605	male	female	1.0981	2.140725776	6540	19547642
FBtr0175608	male	female	-0.6172	0.651934984	6540	19567883
FBtr0175609	male	female	-1.0419	0.485687412	6540	19571614
FBtr0175612	male	female	-1.0602	0.479565573	6540	19581027
FBtr0175613	male	female	-1.1815	0.440892854	6540	19587251
FBtr0164886	male	female	-1.1988	0.435637484	6541	2109586
FBtr0164890	male	female	-1.1309	0.456630775	6541	1864689
FBtr0164891	male	female	-0.9258	0.526388545	6541	1833018
FBtr0164893	male	female	-0.7773	0.583457712	6541	1774632
FBtr0164895	male	female	-0.8596	0.551105336	6541	1492082
FBtr0164896	male	female	-0.9456	0.519213572	6541	1426583
FBtr0164897	male	female	-1.1564	0.448630621	6541	1348931
FBtr0164899	male	female	-1.8592	0.275629078	6541	1187211
FBtr0164901	male	female	-1.8418	0.278973502	6541	1015181
FBtr0164902	male	female	-1.6104	0.327507534	6541	924802
FBtr0164903	male	female	-1.1741	0.443160131	6541	828356
FBtr0164916	male	female	0.6607	1.580849471	6541	237687
FBtr0164918	male	female	0.6401	1.558437178	6541	808138
FBtr0164924	male	female	0.6504	1.569603322	6541	370733
FBtr0164927	male	female	0.8811	1.841779052	6541	776507
FBtr0164929	male	female	-0.8153	0.568290302	6541	915122
FBtr0164930	male	female	0.8448	1.796015748	6541	943919
FBtr0164932	male	female	-1.4398	0.368618402	6541	964062
FBtr0164934	male	female	-1.5958	0.330838721	6541	1105691
FBtr0164935	male	female	-1.6281	0.323513989	6541	1107882
FBtr0164937	male	female	-1.4472	0.366732493	6541	1108629
FBtr0164938	male	female	-0.6965	0.617067407	6541	1245434
FBtr0164939	male	female	-1.246	0.421615555	6541	1353575
FBtr0164940	male	female	-0.7089	0.611786425	6541	1375640
FBtr0164942	male	female	-0.6964	0.61711018	6541	1410082
FBtr0164943	male	female	-0.6195	0.650896472	6541	1447809
FBtr0164944	male	female	-1.2418	0.422844758	6541	1544738
FBtr0164946	male	female	-0.812	0.569591689	6541	1614100
FBtr0164947	male	female	-0.6451	0.639448466	6541	1666017
FBtr0164949	male	female	-0.9314	0.524349263	6541	1729385
FBtr0164950	male	female	-1.499	0.35379854	6541	1823596
FBtr0164953	male	female	-1.3553	0.390853537	6541	1940317
FBtr0164954	male	female	-1.1292	0.457169163	6541	2007320
FBtr0164955	male	female	-0.7086	0.611913656	6541	2045649
FBtr0164959	male	female	-0.8605	0.550761645	6541	2271486
FBtr0164960	male	female	-0.6847	0.622135183	6541	2335615
FBtr0162007	male	female	3.1292	8.749496514	6544	269
FBtr0165232	male	female	-1.1428	0.45287977	6562	67
FBtr0166187	male	female	-1.0893	0.46998936	6564	1581
FBtr0168839	male	female	4.2967	19.65330447	6581	235
FBtr0165247	male	female	-1.4003	0.378850354	6583	671
FBtr0165248	male	female	-1.2183	0.429788862	6583	1293
FBtr0165235	male	female	2.1645	4.483110315	6603	1157
FBtr0164723	male	female	0.6179	1.534639719	6615	3454
FBtr0164717	male	female	0.8589	1.813654941	6630	933
FBtr0172113	male	female	-1.3643	0.388422856	6646	104
FBtr0167248	male	female	2.5939	6.037285387	6654	2547815
FBtr0167254	male	female	2.1023	4.293933951	6654	2519228
FBtr0167256	male	female	5.5179	45.81982362	6654	2517961
FBtr0167261	male	female	-1.2964	0.407140882	6654	2498514
FBtr0167262	male	female	-1.5242	0.347672292	6654	2494031
FBtr0167267	male	female	-0.6788	0.624684657	6654	2458447
FBtr0167270	male	female	-1.3616	0.389150469	6654	2424247
FBtr0167271	male	female	-1.3071	0.404132421	6654	2339110
FBtr0167274	male	female	2.3107	4.961237423	6654	2252925
FBtr0167275	male	female	-0.7697	0.586539429	6654	2239017
FBtr0167278	male	female	2.3912	5.245935248	6654	2200282
FBtr0167282	male	female	-0.9696	0.510647625	6654	2117437
FBtr0167283	male	female	-1.2667	0.415609345	6654	2114995
FBtr0167285	male	female	-1.7074	0.306211421	6654	2101271
FBtr0167286	male	female	1.2349	2.353650326	6654	2095900
FBtr0167289	male	female	2.6874	6.441514821	6654	2076262
